"anguste"	"angustē"	"narrowly"	"narrowly"	"1"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#anguste"	"7186"
"angustiae –arum f."	"angustiae –ārum f."	"narrow pass, narrowness"	"narrow pass; narrowness, lack of space; difficulties"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#angustiae"	"3127"
"angusto –are –avi –atum"	"angustō –āre –āvī –ātum"	"to make narrow, confine"	"to make narrow, confine"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#angusto"	"11140"
"angustum –i n."	"angustum –ī n."	"a narrow place"	"a narrow place"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#angustum"	"11140"
"angustus –a –um"	"angustus –a –um"	"narrow"	"narrow, steep, close, confined; scanty, poor; low, mean; narrowminded, petty"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#angustus"	"1289"
"anhelitus –us m."	"anhēlitus –ūs m."	"hard–breathing; puffing"	"hard–breathing; puffing, panting (> anhelo)"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#anhelitus"	"5645"
"anhelo anhelare anhelavi anhelatus"	"anhēlō anhēlāre anhēlāvī anhēlātus"	"to pant"	"to pant; of a furnace, to puff, roar (> am– and halo)"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#anhelo"	"4957"
"anhelus –a –um"	"anhēlus –a –um"	"panting, gasping"	"panting, gasping, throbbing (> anhelo)"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#anhelus"	"6575"
"anicula –ae f."	"anicula –ae f."	"old woman, little old lady"	"old woman, little old lady"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#anicula"	"6092"
"anilis –e"	"anīlis –e"	"old woman"	"old woman"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#anilis"	"5645"
"anilitas –atis f."	"anīlitas –ātis f."	"old womanhood"	"old womanhood"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#anilitas"	"11140"
"anima animae f."	"anima animae f."	"breath, spirit"	"a breeze or breath of air; the air; wind or blast of the bellows; breath (of life); soul"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#anima"	"565"
"animadversio –onis f."	"animadversiō –ōnis f."	"inquiry, censure"	"investigation, inquiry; reproach, censure, punishment"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#animadversio"	"6092"
"animadverto animadvertere animadverti animadversus"	"animadvertō animadvertere animadvertī animadversus"	"to turn to, give mind to"	"to pay attention to, attend to; notice, observe; judge, estimate; punish (in+ACC)"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#animadverto"	"1100"
"animal animalis n."	"animal animālis n."	"animal"	"animal"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#animal"	"892"
"animalis –e"	"animālis –e"	"aerial; animate"	"consisting of air, aerial; animate, living"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#animalis"	"4087"
"animans –antis"	"animāns –antis"	"animate, living"	"animate, living"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#animans"	"15105"
"animo animare"	"animō animāre"	"to enliven, animate"	"to enliven, quicken, animate; to endow with, to give,"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#animo"	"526"
"animosus –a –um"	"animōsus –a –um"	"bold, spirited"	"bold, spirited"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#animosus"	"3501"
"animus animi m."	"animus animī m."	"spirit, mind"	"(rational) soul, mind; spirit; pl., strong feelings"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#animus"	"52"
"annalis annale"	"annālis annāle"	"lasting through a year"	"pertaining to years, or lasting through a year; subst., m., annales, ium, annals, records; story, history (> annus)"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#annalis"	"15105"
"annalis –is m."	"annālis –is m."	"an annual chronicle"	"a book of annals or chronicles; (pl.) a chronicle in several books"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#annalis"	"6575"
"anne (an + ne)"	"anne (an + ne)"	"'= an; introducing questions with note of surprise or indignation: can it be that…?"	"'= an, introducing questions with note of surprise or indignation: can it be that"	"1"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#anne"	"6092"
"annexus –us m."	"annexus –ūs m."	"a connection"	"a connection, a tying or binding"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#annexus"	"11140"
"annihilo –are"	"annihilō –āre"	"to annihilate"	"to bring to nothing, to annihilate"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#annihilo"	"9174"
"anniversarius –a –um"	"anniversārius –a –um"	"returning every year, annual, yearly"	"returning every year, annual, yearly"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#anniversarius"	"9174"
"anno annare annavi annatus"	"annō annāre annāvī annātus"	"to swim up to"	"to swim up to"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#anno"	"7186"
"annona –ae f."	"annōna –ae f."	"(grain) crop, price of grain"	"means of subsistence, provisions, grain, crop; price of grain"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#annona"	"5290"
"annosus –a –um"	"annōsus –a –um"	"aged, old"	"full of years; aged, old; hoary (> annus)"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#annosus"	"6575"
"annotinus –a –um"	"annōtinus –a –um"	"a year old, of last year"	"a year old, of last year"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#annotinus"	"11140"
"annoto –notare"	"annotō –notāre"	"to write down something, comment on"	"to put a note to something, to write down something, to note down, remark, comment on"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#annoto"	"5645"
"annus anni m."	"annus annī m."	"year"	"year"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#annus"	"112"
"annuus –a –um"	"annuus –a –um"	"of the year, yearly"	"of the year, yearly"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#annuus"	"2718"
"ansa –ae f."	"ānsa –ae f."	"a handle, haft"	"that by which something is taken hold of, a handle, haft; of a vessel, pitcher, vase, and the like"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#ansa"	"7186"
"anser anseris m."	"ānser ānseris m."	"goose"	"a goose"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#anser"	"2654"
"anserinus –a –um "	"ānserīnus –a –um "	"of or pertaining to geese"	"of or pertaining to geese"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#anserinus"	"11140"
"ante"	"ante"	"before, in front of (adv. and prep. +acc.)"	"before, earlier, previously; in front of (+ acc.)"	"1"	"1"	"Preposition"	"Logeion"	"http://logeion.uchicago.edu/index.html#ante"	"100"
"ante-capio -capere -cepi -captum or -ceptum"	"ante-capiō -capere -cēpī -captum or -ceptum"	"to obtain before, anticipate"	"to obtain before, receive before; anticipate"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#antecapio"	"8014"
"ante-scholanus –im."	"ante-scholānus –īm."	"a kind of teacher"	"a kind of teacher"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#antescholanus"	"11140"
"antea"	"anteā"	"before, formerly"	"before, before this; formerly, previously, in the past"	"1"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#antea"	"1136"
"antecedo –cedere –cessi –cessum"	"antecēdō –cēdere –cessī –cessum"	"to go before"	"to go before, precede, excel"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#antecedo"	"3127"
"antecello –cellere — —"	"antecellō –cellere — —"	"to surpass"	"to surpass"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#antecello"	"7186"
"antecursor –oris m."	"antecursor –ōris m."	"a forerunner"	"a forerunner"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#antecursor"	"9174"
"anteeo –ire –ivi or ii –ire"	"anteeō –īre –īvī or iī –īre"	"to go before; surpass"	"to go before; surpass"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#anteeo"	"5290"
"antefero –ferre –tuli –latus –ferre"	"anteferō –ferre –tulī –lātus –ferre"	"to bear before; to prefer"	"to bear before; to prefer"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#antefero"	"4957"
"antehac"	"antehāc"	"before this time, before now"	"of time, before this time, before now, formerly, hitherto"	"1"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#antehac"	"6092"
"antenna –ae f."	"antenna –ae f."	"sail yard"	"a sail yard"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#antenna"	"4957"
"antepono anteponere anteposui antepositum"	"antepōnō antepōnere anteposuī antepositum"	"to put before prefer"	"to put before, prefer"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#antepono"	"3398"
"antequam"	"antequam"	"before"	"before"	"1"	"1"	"Conjunction"	"Logeion"	"http://logeion.uchicago.edu/index.html#antequam"	"1038"
"antes –ium m."	"antēs –ium m."	"rows (of vines)"	"rows (of vines)"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#antes"	"11140"
"antestor –are"	"antestor –āre"	"to call as a witness"	"to call as a witness"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#antestor"	"11140"
"antevenio antevenire anteveni anteventum"	"anteveniō antevenīre antevēnī anteventum"	"to come before"	"to come before, get the start of, anticipate"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#antevenio"	"11140"
"anteverto –antevertere –anteverti –anteversum"	"antevertō –antevertere –antevertī –anteversum"	"to take a place before, anticipate"	"to take a place before, go before, precede"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#anteverto"	"9174"
"antidotum –i n."	"antidotum –ī n."	"antidote, remedy"	"antidote, remedy"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#antidotum"	"9174"
"antiquitas –atis f."	"antīquitās –ātis f."	"antiquity"	"antiquity, ancient tradition"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#antiquitas"	"6092"
"antiquitus"	"antīquitus"	"in former times"	"in former times, of old, anciently, long ago"	"1"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#antiquitus"	"4087"
"antiquus –a –um"	"antīquus –a –um"	"ancient, old"	"old, ancient, old–time, former"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#antiquus"	"707"
"antisto –are –avi –atum"	"antistō –āre –āvī –ātum"	"to surpass (w/ dat.) "	"to surpass (w/ dat.) "	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#antisto"	"8014"
"anti–cipo –cipare "	"anti–cipō –cipāre "	"to take before, anticipate"	"to take before, anticipate"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#anticipo"	"9174"
"antrum –i n."	"antrum –ī n."	"cave"	"a cave, cavern, grotto"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#antrum"	"1464"
"anulus –i m."	"ānulus –ī m."	"ring"	"ring, finger–ring, seal–ring, signet–ring"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#anulus"	"2938"
"anus anus f."	"anus anūs f."	"old woman"	"old woman, hag; sorceress"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#anus"	"2477"
"anus –i m."	"anus –ī m."	"ring, the anus, the rear end"	"ring, the anus, the rear end"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#anus"	"11140"
"anxietas –atis f. "	"ānxietās –ātis f. "	"anxiety"	"the quality or state of being anxious, anxiety"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#anxietas"	"8014"
"anxius –a –um"	"ānxius –a –um"	"troubled, disquieted"	"troubled or troubling, disquieting (> ango)"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#anxius"	"2477"
"an–nuntio –nuntiare"	"an–nūntiō –nūntiāre"	"to announce, proclaim"	"to announce, make known, relate, proclaim"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#annuntio"	"11140"
"aper –pri m."	"aper –prī m."	"wild boar"	"a wild boar"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#aper"	"2022"
"aperio aperire aperui apertus"	"aperiō aperīre aperuī apertus"	"to open"	"to uncover, open, disclose; explain, recount; reveal; found; excavate; spread out"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#aperio"	"481"
"aperte"	"apertē"	"frankly, openly"	"frankly, openly"	"1"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#aperte"	"3767"
"apertum –i n."	"apertum –ī n."	"open space"	"that which is open, free; an open, clear space"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#apertum"	"11140"
"apertus aperta apertum"	"apertus aperta apertum"	"open"	"open"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#apertus"	"1447"
"apex –icis m."	"apex –icis m."	"the point of anything; peak"	"the point of anything; peak, top, summit; pointed flame; cone of a helmet; a peaked cap"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#apex"	"5645"
"apis apis f."	"apis apis f."	"bee"	"bee"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#apis"	"2371"
"apiscor –apisci aptus sum"	"apiscor –apiscī aptus sum"	"to grasp; obtain"	"to seIze, grasp; obtain"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#apiscor"	"7186"
"apium –i n."	"apium –ī n."	"parsley"	"parsley"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#apium"	"6575"
"apocrisiarius –i m."	"apocrisiārius –ī m."	"a (papal) delegate, nuncio"	"a (papal) delegate, nuncio"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#apocrisiarius"	"9174"
"apoculo apoculare"	"apoculō apoculāre"	"go away, remove oneself"	"go away, remove oneself; perhaps “arse off”"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#apoculo"	"9174"
"apodixis (acc. apodixin) f."	"apodixis (acc. apodixin) f."	"proof, demonstration"	"proof, demonstration"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#apodixis"	"11140"
"apolstolatus –us m."	"apolstolātus –ūs m."	"apostleship, papacy
"	"apostleship, papacy"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#apolstolatus"	"11140"
"apophoreta –orum n."	"apophorēta –ōrum n."	"presents which guests received at table, especially at the Saturnalia"	"presents which guests received at table, especially at the Saturnalia"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#apophoreta"	"8014"
"apophoretus –a –um"	"apophorētus –a –um"	"pertaining to presents which guests received at table, especially at the Saturnalia"	"pertaining to presents which guests received at table, especially at the Saturnalia"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#apophoretus"	"11140"
"apostasia –ae f."	"apostasia –ae f."	""	"a departure from one's religion"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#apostasia"	"15105"
"apostolicus –a –um"	"apostolicus –a –um"	"apostolic, of an apostle or the apostles"	"apostolic, of an apostle or the apostles"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#apostolicus"	"5290"
"apostolus –i m. "	"apostolus –ī m. "	"an apostle"	"an apostle; a notice sent to a judge"	"1"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#apostolus"	"4957"
"apparatus –a –um"	"apparātus –a –um"	"prepared, ready"	"prepared, ready"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#apparatus"	"15105"
"apparatus –us m. "	"apparātus –ūs m. "	"a preparing, equipment"	"equipment; a preparing, providing, preparation, getting ready"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#apparatus"	"4087"
"appareo apparere apparui apparitus"	"appāreō apparēre apparuī apparitus"	"to appear, become visible"	"to appear; be evident/visible/noticed/found; show up, occur; serve"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#appareo"	"1010"
"apparitor –oris m."	"appāritor –ōris m."	"a servant, secretary"	"a servant, public servant, lictor, deputy, secretary"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#apparitor"	"8014"
"apparo apparare apparavi apparatus"	"apparō apparāre apparāvī apparātus"	"to get ready"	"to get ready, prepare; resolve, be ready; with infin. (> ad and paro)"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#apparo"	"4087"
"appellatio –onis f."	"appellātiō –ōnis f."	"name; rank; appeal (to higher authority)"	"name; rank; appeal (to higher authority)"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#appellatio"	"11140"
"appello appellare appellavi appellatus"	"appellō appellāre appellāvī appellātus"	"to call"	"to call (upon); address; dun; solicit; appeal (to); bring to court; accuse; name"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#appello"	"503"
"appello –ere –puli –pulsus"	"appellō –ere –pulī –pulsus"	"to drive to; bring"	"to drive to; bring, convey to; draw up to, moor on the shore (> ad and pello)"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#appello"	"1312"
"appeto appetere appetivi appetitus"	"appetō appetere appetīvī appetītus"	"to make for, grasp"	"to seek/grasp after, desire; assail; strive eagerly/long for; approach, near"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#appeto"	"1830"
"applico applicare applicavi applicatus"	"applicō applicāre applicāvī applicātus"	"to apply to, place to/near"	"to join, connect, attach, add; to land (a ship)"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#applico"	"2859"
"appono –ponere –posui –positus"	"appōnō –pōnere –posuī –positus"	"to place near; appoint"	"to place near; appoint; set down in accounting, reckon (as)"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#appono"	"2145"
"apporto –apportare"	"apportō –apportāre"	"to carry, convey"	"to carry, convey, bring along"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#apporto"	"4957"
"apprehendo apprehendere apprehendi apprehensum"	"apprehendō apprehendere apprehendī apprehēnsum"	"to take hold of"	"to seize, take hold of"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#apprehendo"	"6092"
"approbatio approbationis f."	"approbātiō approbātiōnis f."	"approval, approbation"	"approval, approbation"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#approbatio"	"9174"
"approbo –are –avi –atum"	"approbō –āre –āvī –ātum"	"to express approval of, commend; prove the excellence of"	"to express approval of, commend; prove the excellence of"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#approbo"	"3501"
"appropinquo appropinquare appropinquavi"	"appropinquō appropinquāre appropinquavī"	"to approach, draw near"	"to approach, draw near"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#appropinquo"	"1330"
"approprio –are"	"apprōpriō –āre"	"to make one's own, to appropriate"	"to make one's own, to appropriate"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#approprio"	"11140"
"Appuleius –i m."	"Āppuleius –ī m."	"Appuleius (name)"	"Appuleius (name)"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#Appuleius"	"11140"
"apricus –a –um"	"aprīcus –a –um"	"open to the sun"	"open to the sun; sunny; sun–loving (> aperio)"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#apricus"	"4957"
"apto aptare aptavi aptatus"	"aptō aptāre aptāvī aptātus"	"to adapt to, prepare; fit together, join"	"to adapt to, prepare; fit together, join"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#apto"	"2326"
"aptus –a –um"	"aptus –a –um"	"fitted to, appropriate, fitting"	"suitable, adapted, ready; apt, proper; tied, attached to; dependent on (w/ ex)"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#aptus"	"1164"
"apud"	"apud"	"near, in the presence of"	"at, near; at the house of, in the presence of, among (+ acc.)"	"1"	"1"	"Preposition"	"Logeion"	"http://logeion.uchicago.edu/index.html#apud"	"231"
"ap–pugno –pugnare"	"ap–pugnō –pugnāre"	"to fight against"	"to fight against, attack, assault"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#appugno"	"11140"
"aqua aquae f."	"aqua aquae f."	"water"	"water; sea, lake; river, stream; rain, rainfall (pl.), rainwater; spa; urine"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#aqua"	"234"
"aquaductus –i m."	"aquaductus –ī m."	"aqueduct"	"aqueduct"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#aquaductus"	"11140"
"aquarius –(i)i m."	"aquārius –(i)ī m."	"a water-carrier"	"a water-carrier"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#aquarius"	"9174"
"aquarius –a –um"	"aquārius –a –um"	"of water, watery"	"of water, watery"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#aquarius"	"15105"
"aquatio –onis f."	"aquātiō –ōnis f."	"a watering, obtaining water"	"a watering, obtaining water"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#aquatio"	"11140"
"aquila aquilae f."	"aquila aquilae f."	"eagle"	"eagle"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#aquila"	"2065"
"aquilifer –feri m."	"aquilifer –ferī m."	"an eaglebearer"	"an eaglebearer, standard–bearer, first centurion of the first cohort in a legion"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#aquilifer"	"9174"
"aquilo –onis m."	"aquilō –ōnis m."	"the north wind"	"the north wind"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#aquilo"	"3913"
"aquor –aquari"	"aquor –aquārī"	"to fetch water"	"to bring or fetch water for drinking"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#aquor"	"8014"
"aquosus –a –um"	"aquōsus –a –um"	"abounding in water, rainy"	"abounding in water, bringing rain; watery, rainy (> aqua)"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#aquosus"	"6092"
"ara arae f."	"āra ārae f."	"altar"	"altar"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#ara"	"656"
"Arabia –ae f."	"Arabia –ae f."	"Arabia (place)"	"the country Arabia, divided by the ancients into Petraea (from its principal city, Petra), Deserta, and Felix"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#Arabia"	"9174"
"aranea araneae f."	"arānea arāneae f."	"spider"	"spider"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#aranea"	"5645"
"araneosus –a –um"	"arāneosus –a –um"	"cobwebby"	"cobwebby"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#araneosus"	"11140"
"araneum –i n."	"arāneum –ī n."	"cobweb"	"cobweb"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#araneum"	"11140"
"araneus –i m."	"arāneus –ī m."	"spider"	"spider"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#araneus"	"11140"
"arator –oris m."	"arātor –ōris m."	"ploughman"	"ploughman"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#arator"	"3913"
"aratrum –i n"	"arātrum –ī n"	"plough"	"plough"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#aratrum"	"1951"
"arbiter –tri m."	"arbiter –trī m."	"arbiter, judge"	"arbiter, judge"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#arbiter"	"4087"
"arbitratus –us m"	"arbitrātus –ūs m"	"judgement; free–will"	"judgement; will, pleasure, free–will, choice"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#arbitratus"	"7186"
"arbitrium arbitri(i) n."	"arbitrium arbitrī(ī) n."	"decision, choice"	"decision, choice"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#arbitrium"	"2326"
"arbitror arbitrari arbitratus sum"	"arbitror arbitrārī arbitrātus sum"	"to judge, consider, think"	"to judge, consider, think"	"1"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#arbitror"	"573"
"arbor (or arbos) arboris f."	"arbor (or arbos) arboris f."	"tree, mast"	"tree; tree trunk; mast; oar; ship; gallows; spearshaft; beam; squid"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#arbor"	"573"
"arboreus –a –um"	"arboreus –a –um"	"pertaining to trees, branching"	"pertaining to a tree or trees; tree–like, massive; branching (> arbor)"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#arboreus"	"7186"
"Arbuscula –ae f."	"Arbuscula –ae f."	"Arbuscula (a name)"	"Arbuscula, the name of mime actress of Cicero’s day"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#Arbuscula"	"11140"
"arbustum –i n."	"arbustum –ī n."	"growth of trees; grove; thicket"	"a growth of trees; a grove; thicket (> arbor)"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#arbustum"	"4475"
"arbuteus –a –um"	"arbuteus –a –um"	"of the arbustus"	"of the arbutus (> arbutus)"	"1"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#arbuteus"	"8014"
"arbutum –i n."	"arbutum –ī n."	"the fruit of the arbu"	"the fruit of the arbute or strawberrytree, the wild strawberry."	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#arbutum"	"2938"
"arbutus –i f."	"arbutus –ī f."	"the wild strawberrytree"	"the arbutus, or arbute tree; wild strawberry tree, an evergreen prized for its delicate foliage"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#arbutus"	"6575"
"arca arcae f."	"arca arcae f."	"chest, box"	"chest, box, place for safe–keeping; strong–box coffer"	"1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#arca"	"2145"
